Pyloric obstruction                                                                      ,Pyloric obstruction                                                                               ,[]
Pyloric stenosis                                                                         ,Pyloric stenosis                                                                                  ,[]
Pyloromyotomy                                                                            ,Pyloromyotomy                                                                                     ,[]
Pyloroplasty-vagotomy                                                                    ,Pyloroplasty-vagotomy                                                                             ,['vagotomy-pyloroplasty']
Pyoderma                                                                                 ,Pyoderma                                                                                          ,[]
Pyoderma gangrenosum                                                                     ,Pyoderma gangrenosum                                                                              ,[]
Pyogenic granuloma                                                                       ,Pyogenic granuloma                                                                                ,[]
Pyorrhea                                                                                 ,Pyorrhea                                                                                          ,[]
Pyuria                                                                                   ,Pyuria                                                                                            ,[]
Q fever                                                                                  ,Q fever                                                                                           ,['Coxiella burnetii']
Quadriplegia                                                                             ,Quadriplegia                                                                                      ,[]
Queyrat's erythroplasia                                                                  ,Queyrat's erythroplasia                                                                           ,[]
Rabies                                                                                   ,Rabies                                                                                            ,[]
Radial head subluxation                                                                  ,Nursemaid's elbow (radial head subluxation)                                                       ,"['nurse maid elbow', 'nursemaids elbow']"
Radial neuropathy                                                                        ,Radial neuropathy                                                                                 ,[]
Radiation exposure history                                                               ,Radiation exposure history                                                                        ,"['Hx of irradiation', 'Radiation by Hx']"
Radiation injury                                                                         ,Radiation injury                                                                                  ,['injury radiation']
Radiculopathy                                                                            ,Radiculopathy                                                                                     ,[]
Radius fracture                                                                          ,Radius fracture                                                                                   ,"['Forearm fracture', 'Fx radius', 'Radius Fx']"
Radius/ulna fracture                                                                     ,Radius/ulna fracture                                                                              ,"['Fx Radius/Ulna', 'Fx foreman', 'forearm fractured', 'fractured forearm', 'radius/ulna fracture', 'radius/ulna fx', 'ulna/radius fracture', 'ulna/radius fx']"
Rash                                                                                     ,Rash                                                                                              ,[]
Rash - papular                                                                           ,Rash - papular                                                                                    ,['rash papular']
Raynaud's phenomenon                                                                     ,Raynaud's phenomenon                                                                              ,[]
Reactive airway disease                                                                  ,Reactive airway disease (RAD)                                                                     ,"['Reactive Airway Disease RAD', 'bronchospasm']"
Reconstruction procedure                                                                 ,Reconstruction procedure                                                                          ,[]
Rectal bleeding                                                                          ,Rectal bleeding                                                                                   ,[]
Rectal pain                                                                              ,Rectal pain                                                                                       ,"['anal or rectal pain', 'proctalgia']"
Rectal polyp                                                                             ,Rectal polyp                                                                                      ,"['anal & rectal polyp', 'polyp rectal']"
Rectal prolapse                                                                          ,Rectal prolapse                                                                                   ,"['Rectocele', 'Rectocele', 'prolapsed rectal']"
Rectal stricture                                                                         ,Rectal stricture                                                                                  ,[]
Rectovaginal fistula                                                                     ,Rectovaginal fistula                                                                              ,[]
Reduction mammoplasty - bilateral                                                        ,Breast reduction - both sides                                                                     ,[]
Reduction mammoplasty - unilateral                                                       ,Breast reduction - one side                                                                       ,[]
Reduction of buttocks                                                                    ,Buttock lift                                                                                      ,[]
Refractive error                                                                         ,Refractive error                                                                                  ,[]
Reiter's syndrome                                                                        ,Reiter's syndrome                                                                                 ,"['ReA', 'Reactive Arthritis']"
Removal of tattoo of skin                                                                ,Tattoo removal                                                                                    ,[]
Renal abnormality - congenital                                                           ,Renal abnormality - congenital                                                                    ,['kidney congenital anomaly']
Renal abscess                                                                            ,Renal abscess                                                                                     ,"['abscess of kidney', 'kidney abscess']"
Renal artery stenosis                                                                    ,Renal artery stenosis                                                                             ,"['RAS', 'stenosis of renal artery']"
Renal cancer                                                                             ,Kidney (renal) cancer                                                                             ,"['Renal CA', 'cancer of kidney', 'hydronephroma']"
Renal cell adenocarcinoma                                                                ,Renal cell adenocarcinoma                                                                         ,"['clear cell carcinoma', 'grawitz tumor', 'hypernephroma']"
Renal colic                                                                              ,Renal colic                                                                                       ,['urethral pain']
Renal cyst                                                                               ,Renal cyst                                                                                        ,['kidney cyst(s)']
Renal cyst - acquired                                                                    ,Renal cyst - acquired                                                                             ,['acquired cystic disease']
Renal disease - hypertensive                                                             ,Renal disease - hypertensive                                                                      ,"['HTN Renal Disease', 'hypertens renal dis NOS']"
Renal disease - pregnancy associated                                                     ,Renal disease - pregnancy associated                                                              ,[]
Renal failure - acute                                                                    ,Kidney failure (short-term renal failure)                                                         ,"['ARF', 'acute renal failure']"
Renal failure - chronic                                                                  ,Kidney failure (long-term renal failure)                                                          ,"['CRF', 'CRI', 'Chronic Renal Disease', 'Chronic Renal Insufficiency', 'chronic renal failure', 'chronic renal insufficiency']"
Renal infarction                                                                         ,Renal infarction                                                                                  ,"['infarct of kidney', 'kidney infarct']"
Renal insufficiency - chronic                                                            ,Kidney (renal) insufficiency - long-term                                                          ,"['CRI renal failure', 'ESRD', 'azotemia', 'uremia']"
Renal mass                                                                               ,Renal mass                                                                                        ,['kidney mass']
Renal obstruction                                                                        ,Renal obstruction                                                                                 ,[]
Renal osteodystrophy                                                                     ,Renal osteodystrophy                                                                              ,['renal osteodystrophy']
Renal rupture                                                                            ,Renal rupture                                                                                     ,"['kidney rupture', 'ruptured kidney']"
Renal stone                                                                              ,Renal stone                                                                                       ,"['calculus calculu of kidney', 'nephrolithiasis', 'renal rena stones', 'stones of kidneys']"
Renal transplant                                                                         ,Renal transplant                                                                                  ,['renal transplant']
Renal transplant rejection                                                               ,Renal transplant rejection                                                                        ,[]
Renal trauma                                                                             ,Renal trauma                                                                                      ,[]
Renal tuberculosis                                                                       ,Renal tuberculosis                                                                                ,"['Renal TB', 'kidney TB', 'tuberculosis of kidney']"
Renal vein thrombosis                                                                    ,Renal vein thrombosis                                                                             ,['thrombosed renal vein']
Renovascular hypertension                                                                ,Renovascular hypertension                                                                         ,"['HBP Renovascular', 'Renovascular HTN', 'hypertension renovascular']"
Respiratory acidosis                                                                     ,Respiratory acidosis                                                                              ,['acidosis respiratory']
Respiratory arrest                                                                       ,Respiratory arrest                                                                                ,[]
Respiratory failure                                                                      ,Respiratory failure                                                                               ,[]
Respiratoy syncytial virus (RSV) infection                                               ,RSV bronchiolitis                                                                                 ,['RSV']
Restless legs                                                                            ,Restless legs                                                                                     ,"['Ekbom syndrome', 'jimmy legs', 'jitter legs']"
Retardation - psychomotor                                                                ,Retardation - psychomotor                                                                         ,['retardation psychomotor']
Retinal central artery occlusion                                                         ,Retinal central artery occlusion                                                                  ,"['CRAO', 'central retinal artery occlusion']"
Retinal central vein occlusion                                                           ,Retinal central vein occlusion                                                                    ,"['CRVO', 'central retinal vein occlusion']"
Retinal detachment                                                                       ,Retinal detachment                                                                                ,[]
Retinitis pigmentosa                                                                     ,Retinitis pigmentosa                                                                              ,['pigment retina dystrophy']
Retinoblastoma                                                                           ,Retinoblastoma                                                                                    ,"['Eye tumor', 'Retina tumor']"
Retinopathy - diabetic                                                                   ,Retinopathy - diabetic                                                                            ,['retinopathy diab']
Retinopathy - hypertensive                                                               ,Retinopathy - hypertensive                                                                        ,['retinopathy hypertensive']
Retinopathy - prematurity                                                                ,Retinopathy - prematurity                                                                         ,"['RLF', ""Terry's synd"", 'retinopathy of prematurity']"
Retinopathy - proliferative                                                              ,Retinopathy - proliferative                                                                       ,"['proliferative retinopathy', 'retinopthy prolf']"
Retinopathy - proliferative diabetic                                                     ,Retinopathy - proliferative diabetic                                                              ,"['PDR', 'diabetic retinopathy proliferatv']"
Retroperitoneal abscess                                                                  ,Retroperitoneal abscess                                                                           ,['abscess retroperitoneal']
Retroperitoneal bleeding                                                                 ,Retroperitoneal bleeding                                                                          ,['bleed retroperitoneal']
Retroperitoneal extravasation                                                            ,Retroperitoneal extravasation                                                                     ,['extrav retroper']
Retroperitoneal fibrosis                                                                 ,Retroperitoneal fibrosis                                                                          ,[]
Retroperitoneal mass                                                                     ,Retroperitoneal mass                                                                              ,['mass retroperitoneal']
Retropharyngeal abscess                                                                  ,Retropharyngeal abscess                                                                           ,"['pharyngeal abscess', 'throat abscess']"
Reye's syndrome                                                                          ,Reye's syndrome                                                                                   ,[]
Rhabdomyolysis                                                                           ,Rhabdomyolysis                                                                                    ,[]
Rhabdomyoma                                                                              ,Rhabdomyoma                                                                                       ,"['Cardiac tumor', 'Muscle tumor', 'Striated muscle tumor']"
Rhabdomyosarcoma                                                                         ,Rhabdomyosarcoma                                                                                  ,[]
Rhabdomyosarcoma - alveolar                                                              ,Rhabdomyosarcoma - alveolar                                                                       ,[]
Rhabdomyosarcoma - pleomorphic                                                           ,Rhabdomyosarcoma - pleomorphic                                                                    ,[]
Rheumatic fever                                                                          ,Rheumatic fever                                                                                   ,"['ARF', 'RF']"
Rheumatic fever history                                                                  ,Rheumatic fever history                                                                           ,['Hx Rheumatic Fever']
Rheumatoid arthritis                                                                     ,Rheumatoid arthritis (RA)                                                                         ,"['RA', 'arthr rheumatoid']"
Rheumatoid nodule                                                                        ,Rheumatoid nodule                                                                                 ,[]
Rhinitis - allergic                                                                      ,Hay fever (allergic rhinitis)                                                                     ,"['allergic rhinitis', 'hay fever', 'rhinitis allergy']"
Rhinitis - chronic                                                                       ,Rhinitis - chronic                                                                                ,['chronic rhinitis']
Rhinoplasty (nose surgery)                                                               ,Rhinoplasty (nose surgery)                                                                        ,[]
Rhinorrhea                                                                               ,Runny nose (rhinorrhea)                                                                           ,"['nasal discharge', 'nose discharge', 'runny nose', 'sniffling']"
Rhytidectomy (face lift)                                                                 ,Rhytidectomy (face lift)                                                                          ,[]
Rhytids                                                                                  ,Rhytids                                                                                           ,[]
Rib fracture                                                                             ,Rib fracture                                                                                      ,"['Rib Fx', 'fx rib']"
Rickets                                                                                  ,Rickets (vitamin D deficiency)                                                                    ,"['hypovitamin D', 'vitamin D deficiency']"
Riedel's thyroiditis                                                                     ,Riedel's thyroiditis                                                                              ,[]
Rieger syndrome                                                                          ,Rieger syndrome                                                                                   ,[]
Right heart disease                                                                      ,Right heart disease                                                                               ,[]
Rocky Mountain spotted fever                                                             ,Rocky Mountain spotted fever (RMSF)                                                               ,"['rickettsia rickettsii', 'tick typhus']"
Rosacea                                                                                  ,Rosacea                                                                                           ,['acne rosacea']
Roseola                                                                                  ,Roseola                                                                                           ,[]
Rotator cuff repair                                                                      ,Rotator cuff repair                                                                               ,[]
Rotator cuff tear                                                                        ,Rotator cuff tear                                                                                 ,['shoulder cuff tear']
Rotaviral diarrhea                                                                       ,Rotavirus infection                                                                               ,['rotavirus infection']
Roux-en-Y gastric bypass - laparoscopic                                                  ,Roux-en-Y gastric bypass - laparoscopic                                                           ,['laparoscopic bariatric surgery']
Roux-en-Y gastric bypass - open                                                          ,Roux-en-Y gastric bypass - open                                                                   ,['open bariatric surgery']
Rubella syndrome                                                                         ,German measles (rubella)                                                                          ,"['German measles', 'measles German']"
Sacroiliac sprain                                                                        ,Sacroiliac sprain                                                                                 ,['sacroiliac strain']
Sacroilitis                                                                              ,Sacroilitis                                                                                       ,[]
Salivary duct stone                                                                      ,Salivary duct stone                                                                               ,['sialolithiasis']
Salmonella enteritidis                                                                   ,Salmonella enteritidis                                                                            ,['S enteritidis']
Salmonella infection                                                                     ,Salmonella infection                                                                              ,[]
Salpingectomy                                                                            ,Salpingectomy                                                                                     ,[]
Salpingectomy with oophorectomy - bilateral                                              ,Salpingectomy with oophorectomy - bilateral                                                       ,[]
Sarcoidosis                                                                              ,Sarcoidosis                                                                                       ,[]
Sarcoma                                                                                  ,Sarcoma                                                                                           ,"['mesenchymal tumor malignant', 'soft tissue tumor malignant']"
Sarcoma - myeloid                                                                        ,Sarcoma - myeloid                                                                                 ,"['Granulocytic sarcoma', 'chloroma']"
Sarcoma - synovial                                                                       ,Sarcoma - synovial                                                                                ,[]
Scabies                                                                                  ,Scabies                                                                                           ,['mites']
Scapula fracture                                                                         ,Scapula fracture                                                                                  ,"['Fx scapula', 'Scapula Fx', 'fractured scapula']"
Scar                                                                                     ,Scar                                                                                              ,['cicatrix']
Scar - hyperplastic                                                                      ,Scar - hyperplastic                                                                               ,['scar hyperplastic']
Scar - keloid                                                                            ,Scar - keloid                                                                                     ,['excessive scarring']
Scarlet fever                                                                            ,Scarlet fever                                                                                     ,"['canker rash', 'febris rubra']"
Schizoaffective disorder                                                                 ,Schizoaffective disorder                                                                          ,[]
Schizophrenia                                                                            ,Schizophrenia                                                                                     ,[]
Schizophrenia - paranoid                                                                 ,Schizophrenia - paranoid                                                                          ,[]
Schizophrenic disorder paranoid                                                          ,Schizophrenic disorder paranoid                                                                   ,[]
Schizotypal personality                                                                  ,Schizotypal personality                                                                           ,[]
Sciatica                                                                                 ,Sciatica                                                                                          ,"[""Cotugno's disease"", 'common spinal sciatica']"
Scleritis                                                                                ,Scleritis                                                                                         ,[]
Scleroderma                                                                              ,Scleroderma                                                                                       ,['systemic sclerosis']
Sclerotherapy for varicose or spider veins                                               ,Sclerotherapy for varicose or spider veins                                                        ,[]
Scoliosis                                                                                ,Scoliosis                                                                                         ,['idiopathic scoliosis']
Scurvy                                                                                   ,Scurvy                                                                                            ,"['hypovitamin C', 'vitamin C deficiency']"
Sebaceous hyperplasia                                                                    ,Sebaceous hyperplasia                                                                             ,[]
Seborrhea                                                                                ,Seborrhea                                                                                         ,[]
Seizure - electrographic                                                                 ,Seizure on EEG (electrographic)                                                                   ,['Electrographic Szs']
Seizure - febrile                                                                        ,Seizure - febrile                                                                                 ,['seizure (febrile) szs']
Seizure - grand mal                                                                      ,Seizure - grand mal                                                                               ,['Grand Mal Szs']
Seizure - new onset                                                                      ,First-time seizure                                                                                ,['New onset szs']
Seizure disorder                                                                         ,Seizure disorder                                                                                  ,"['convulsion', 'fits', 'seiz szs', 'seizures']"
Seizures - complex partial                                                               ,Seizures - complex partial                                                                        ,"['seizure complex partial', 'temporal lobe seizures szs']"
Seminoma                                                                                 ,Seminoma                                                                                          ,"['Germ cell tumor', 'Testicular cancer', 'Testicular tumor', 'spermatocytoma']"
Seminoma - anaplastic                                                                    ,Seminoma - anaplastic                                                                             ,[]
Senile lentigo                                                                           ,Senile lentigo                                                                                    ,['lentigo senile']
Senile purpura                                                                           ,Senile purpura                                                                                    ,[]
Senility                                                                                 ,Senility                                                                                          ,[]
Sensory defect                                                                           ,Sensory defect                                                                                    ,['focal sensory defect']
Sepsis                                                                                   ,Sepsis                                                                                            ,[]
Serous cystadenocarcinoma                                                                ,Serous cystadenocarcinoma                                                                         ,[]
Sertoli-Leydig cell tumor                                                                ,Sertoli-Leydig cell tumor                                                                         ,[]
Sertoli-cell-only syndrome                                                               ,Sertoli-cell-only syndrome (SCO)                                                                  ,"['del castillo syndrome', 'germinal cell aplasia', 'testicular dysgenesis syndrome']"
Severe combined immunodeficiency (SCID)                                                  ,Severe combined immunodeficiency (SCID)                                                           ,[]
Sexual abuse                                                                             ,Sexual abuse                                                                                      ,[]
Sexual assault                                                                           ,Sexual assault                                                                                    ,['rape']
Sexual dysfunction                                                                       ,Sexual dysfunction                                                                                ,[]
Sheehan's syndrome                                                                       ,Sheehan's syndrome                                                                                ,['postpartum pituitary necrosis']
Shigella infection                                                                       ,Shigella infection                                                                                ,[]
Shigellosis                                                                              ,Shigellosis                                                                                       ,[]
Shin splints                                                                             ,Shin splints                                                                                      ,[]
Shock                                                                                    ,Shock with vascular collapse                                                                      ,[]
Short stature                                                                            ,Short stature                                                                                     ,[]
Shoulder dislocation                                                                     ,Shoulder dislocation                                                                              ,['dislocated shoulder']
Shoulder dystocia                                                                        ,Shoulder dystocia                                                                                 ,[]
Shoulder instability                                                                     ,Shoulder instability                                                                              ,[]
Shoulder or upper arm injury                                                             ,Shoulder or upper arm injury                                                                      ,['injury to shoulder or upper arm']
Shoulder pain                                                                            ,Shoulder pain                                                                                     ,"['joint pain-shlder', 'painful shoulder']"
Shoulder sprain                                                                          ,Shoulder sprain                                                                                   ,['sprain shoulder']
Shoulder strain                                                                          ,Shoulder strain                                                                                   ,['strain shoulder']
Sialadenitis                                                                             ,Sialadenitis                                                                                      ,['salivary gland inflammation']
Sickle cell anemia                                                                       ,Sickle cell anemia                                                                                ,['anemia sickle cell']
Sickle cell crisis                                                                       ,Sickle cell crisis                                                                                ,['sickle pain crisis']
Sickle cell trait                                                                        ,Sickle cell trait                                                                                 ,[]
Signet ring cell adenocarcinoma                                                          ,Signet ring cell adenocarcinoma                                                                   ,[]
Silicosis                                                                                ,Silicosis                                                                                         ,[]
Sinoatrial block                                                                         ,Sinoatrial block                                                                                  ,['SA block']
Sinus arrhythmia                                                                         ,Sinus arrhythmia                                                                                  ,"['Abnormal heart beat', 'Irregular heart beat']"
Sinus clouding                                                                           ,Sinus clouding                                                                                    ,[]
Sinus disorder                                                                           ,Sinus disorder                                                                                    ,[]
Sinus mucosa thickened                                                                   ,Sinus mucosa thickened                                                                            ,[]
Sinus tenderness                                                                         ,Sinus tenderness                                                                                  ,['tender sinus area']
Sinusitis                                                                                ,Sinus infection (sinusitis)                                                                       ,['acute sinus infection']
Sinusitis - acute                                                                        ,Sinusitis - acute                                                                                 ,[]
Sinusitis - chronic                                                                      ,Sinusitis - chronic                                                                               ,['chronic sinus infection']
Situs inversus                                                                           ,Situs inversus                                                                                    ,[]
Sjögren's syndrome                                                                       ,Sjögren's syndrome                                                                                ,['SICCA']
Skin - dry                                                                               ,Skin - dry                                                                                        ,"['dry skin', 'xeroderma']"
Skin appendage adenoma                                                                   ,Skin appendage adenoma                                                                            ,[]
Skin cancer                                                                              ,Skin cancer                                                                                       ,"['Skin CA', 'malig neo skin NOS', 'skin cancer']"
Skin changes - atrophic                                                                  ,Skin changes - atrophic                                                                           ,['skin changes atrophic']
Skin condition - hypertrophic                                                            ,Skin condition - hypertrophic                                                                     ,['skin hypertrophic']
Skin disorder                                                                            ,Skin disorder                                                                                     ,[]
Skin eruption - pigmented purpuric                                                       ,Skin eruption - pigmented purpuric                                                                ,['purpuric eruption pigmented']
Skin graft                                                                               ,Skin graft                                                                                        ,"['autograft', 'homograft']"
Skin lesion                                                                              ,Skin lesion                                                                                       ,[]
Skin mass                                                                                ,Skin mass                                                                                         ,[]
Skin neoplasm - uncertain behavior                                                       ,Skin neoplasm - uncertain behavior                                                                ,[]
Skin pain - psychogenic                                                                  ,Skin pain - psychogenic                                                                           ,[]
Skin tag                                                                                 ,Skin tag                                                                                          ,[]
Skin ulcer                                                                               ,Skin ulcer                                                                                        ,['DIABETIC']
Skull fracture                                                                           ,Skull fracture                                                                                    ,['Fx skull']
Sleep apnea                                                                              ,Sleep apnea                                                                                       ,[]
Slipped capital femoral epiphysis                                                        ,Slipped capital femoral epiphysis (SCFE)                                                          ,[]
Small bowel - dilated                                                                    ,Small bowel - dilated                                                                             ,['dilated small bowel']
Small bowel abnormality                                                                  ,Small bowel abnormality                                                                           ,['sml bwl abn']
Small bowel ischemia                                                                     ,Small bowel ischemia                                                                              ,[]
